rank	node	node_type	visit_count	visit_prob	degree
8568	ANKLE2	gene	48305	2.653e-05	16
8569	HACD1	gene	48274	2.651e-05	9
8570	GJB3	gene	48247	2.649e-05	8
8571	MYH7	gene	48247	2.649e-05	11
8572	GPR173	gene	48241	2.649e-05	11
8573	RASIP1	gene	48239	2.649e-05	12
8574	TRPS1	gene	48228	2.648e-05	16
8575	DNAJB7	gene	48226	2.648e-05	23
8576	HOXB5	gene	48210	2.647e-05	12
8577	SDCBP2	gene	48204	2.647e-05	14
8578	ADRA2B	gene	48195	2.646e-05	9
8579	KANSL1L	gene	48195	2.646e-05	11
8580	AMIGO1	gene	48178	2.646e-05	12
8581	IBA57	gene	48172	2.645e-05	13
8582	SMPD1	gene	48165	2.645e-05	9
8583	GINS3	gene	48165	2.645e-05	13
8584	MYL2	gene	48163	2.645e-05	12
8585	NPC1L1	gene	48163	2.645e-05	12
8586	MICOS10	gene	48156	2.644e-05	13
8587	CA14	gene	48155	2.644e-05	14
8588	SGPL1	gene	48154	2.644e-05	18
8589	PRDM14	gene	48151	2.644e-05	12
8590	RARB	gene	48142	2.644e-05	13
8591	ATP4B	gene	48139	2.643e-05	7
8592	SH2D3A	gene	48138	2.643e-05	13
8593	LRRC28	gene	48137	2.643e-05	16
8594	GJD2	gene	48115	2.642e-05	7
8595	SLC7A6	gene	48107	2.642e-05	13
8596	CPLX4	gene	48106	2.642e-05	9
8597	P2RX4	gene	48102	2.641e-05	9
8598	CDV3	gene	48099	2.641e-05	18
8599	ACTL7B	gene	48095	2.641e-05	18
8600	C15orf40	gene	48086	2.64e-05	18
8601	AGTR2	gene	48079	2.64e-05	9
8602	FKBP2	gene	48065	2.639e-05	16
8603	HMGCR	gene	48060	2.639e-05	13
8604	TOX3	gene	48049	2.638e-05	18
8605	CLDN19	gene	48045	2.638e-05	9
8606	CLSTN1	gene	48041	2.638e-05	12
8607	PGAP2	gene	48034	2.638e-05	12
8608	REPS2	gene	48012	2.636e-05	10
8609	PPIAL4G	gene	48007	2.636e-05	19
8610	CHAT	gene	47999	2.636e-05	13
8611	C6orf141	gene	47995	2.635e-05	16
8612	EHD2	gene	47993	2.635e-05	11
8613	RFX5	gene	47982	2.635e-05	11
8614	AASDHPPT	gene	47982	2.635e-05	15
8615	ZNF835	gene	47979	2.635e-05	4
8616	PPP1R3B	gene	47969	2.634e-05	7
8617	CPT1A	gene	47968	2.634e-05	18
8618	CD244	gene	47966	2.634e-05	17
8619	SEPTIN11	gene	47958	2.633e-05	14
8620	PPP1R15B	gene	47952	2.633e-05	10
8621	PDGFA	gene	47948	2.633e-05	10
8622	PNMA2	gene	47940	2.632e-05	15
8623	RBM43	gene	47937	2.632e-05	9
8624	ZFYVE21	gene	47936	2.632e-05	16
8625	FARP1	gene	47935	2.632e-05	16
8626	PIGK	gene	47907	2.631e-05	9
8627	KIAA1324	gene	47905	2.631e-05	15
8628	UPK3B	gene	47895	2.63e-05	11
8629	NUDT22	gene	47895	2.63e-05	8
8630	HAVCR1	gene	47893	2.63e-05	13
8631	B9D2	gene	47886	2.63e-05	8
8632	PIGC	gene	47884	2.629e-05	5
8633	SDSL	gene	47883	2.629e-05	9
8634	SHE	gene	47882	2.629e-05	10
8635	DEPTOR	gene	47873	2.629e-05	11
8636	DDX19B	gene	47873	2.629e-05	17
8637	PAOX	gene	47870	2.629e-05	8
8638	GPR37	gene	47860	2.628e-05	12
8639	SLC19A2	gene	47852	2.628e-05	9
8640	TRIO	gene	47846	2.627e-05	12
8641	UBE2U	gene	47846	2.627e-05	16
8642	NAA25	gene	47845	2.627e-05	11
8643	GH2	gene	47836	2.627e-05	7
8644	GCSH	gene	47827	2.626e-05	15
8645	BOD1L1	gene	47826	2.626e-05	13
8646	CITED1	gene	47817	2.626e-05	13
8647	SCAMP4	gene	47766	2.623e-05	12
8648	ARID3B	gene	47762	2.623e-05	17
8649	NFATC3	gene	47755	2.622e-05	10
8650	PLAAT2	gene	47750	2.622e-05	17
8651	Olaparib	drug	47747	2.622e-05	11
8652	PLCB2	gene	47745	2.622e-05	9
8653	SEMA7A	gene	47745	2.622e-05	8
8654	CXCL11	gene	47743	2.622e-05	11
8655	PSAP	gene	47739	2.621e-05	15
8656	RGPD8	gene	47736	2.621e-05	20
8657	EFNA3	gene	47735	2.621e-05	7
8658	USP50	gene	47733	2.621e-05	20
8659	VPS26C	gene	47733	2.621e-05	10
8660	SGO2	gene	47723	2.621e-05	11
8661	ELAVL4	gene	47715	2.62e-05	13
8662	PRSS16	gene	47711	2.62e-05	10
8663	CEACAM21	gene	47708	2.62e-05	11
8664	ADCY9	gene	47701	2.619e-05	12
8665	GINS1	gene	47693	2.619e-05	13
8666	TOE1	gene	47687	2.619e-05	15
8667	SYNGAP1	gene	47684	2.618e-05	10
8668	CYB561	gene	47684	2.618e-05	10
8669	GAS1	gene	47677	2.618e-05	8
8670	NT5C1A	gene	47656	2.617e-05	13
8671	HYAL2	gene	47656	2.617e-05	13
8672	PBK	gene	47648	2.616e-05	11
8673	MRFAP1	gene	47639	2.616e-05	13
8674	TRIM8	gene	47637	2.616e-05	14
8675	WDR5B	gene	47632	2.616e-05	13
8676	DARS2	gene	47625	2.615e-05	16
8677	NENF	gene	47624	2.615e-05	17
8678	PLEKHM1	gene	47621	2.615e-05	12
8679	R3HDM1	gene	47619	2.615e-05	18
8680	ARSL	gene	47594	2.613e-05	18
8681	ENO3	gene	47590	2.613e-05	13
8682	PYGB	gene	47590	2.613e-05	11
8683	MMP3	gene	47589	2.613e-05	12
8684	PELO	gene	47588	2.613e-05	16
8685	SALL2	gene	47576	2.612e-05	17
8686	AHCYL2	gene	47571	2.612e-05	15
8687	MTX3	gene	47571	2.612e-05	9
8688	ERGIC3	gene	47568	2.612e-05	12
8689	IFNAR1	gene	47560	2.612e-05	11
8690	SMG8	gene	47559	2.612e-05	12
8691	CITED2	gene	47557	2.611e-05	8
8692	REEP1	gene	47548	2.611e-05	11
8693	SOAT1	gene	47536	2.61e-05	16
8694	KLHL10	gene	47532	2.61e-05	13
8695	SERPINC1	gene	47530	2.61e-05	12
8696	C14orf39	gene	47525	2.61e-05	10
8697	CATSPER4	gene	47522	2.61e-05	7
8698	ZSCAN32	gene	47519	2.609e-05	6
8699	MBD3L1	gene	47515	2.609e-05	10
8700	TLNRD1	gene	47500	2.608e-05	13
8701	CDH12	gene	47497	2.608e-05	8
8702	CFAP52	gene	47489	2.608e-05	9
8703	ENOX1	gene	47488	2.608e-05	12
8704	RANBP3	gene	47485	2.607e-05	11
8705	MAML2	gene	47483	2.607e-05	7
8706	ADGRB2	gene	47480	2.607e-05	15
8707	SERPINF1	gene	47464	2.606e-05	9
8708	ALG10	gene	47462	2.606e-05	9
8709	PRAM1	gene	47460	2.606e-05	13
8710	DRD3	gene	47456	2.606e-05	11
8711	CHST14	gene	47456	2.606e-05	10
8712	RPP21	gene	47441	2.605e-05	9
8713	TBC1D22A	gene	47437	2.605e-05	18
8714	CDC25B	gene	47435	2.605e-05	10
8715	BATF	gene	47419	2.604e-05	15
8716	RIC8A	gene	47419	2.604e-05	13
8717	CTNND2	gene	47411	2.603e-05	12
8718	FAH	gene	47394	2.602e-05	11
8719	WNT5B	gene	47385	2.602e-05	8
8720	SPACA6	gene	47381	2.602e-05	18
8721	RGS6	gene	47372	2.601e-05	10
8722	SCARA3	gene	47371	2.601e-05	12
8723	RNF141	gene	47368	2.601e-05	9
8724	ADRB1	gene	47364	2.601e-05	9
8725	MESD	gene	47357	2.6e-05	13
8726	F10	gene	47345	2.6e-05	7
8727	RAB34	gene	47342	2.6e-05	13
8728	CSNK2A3	gene	47341	2.6e-05	16
8729	ZNF670	gene	47325	2.599e-05	13
8730	ERMAP	gene	47318	2.598e-05	11
8731	MCF2L2	gene	47317	2.598e-05	12
8732	SS18L2	gene	47304	2.598e-05	14
8733	PEG10	gene	47292	2.597e-05	16
8734	SGCZ	gene	47286	2.597e-05	10
8735	AMHR2	gene	47283	2.596e-05	10
8736	GIGYF1	gene	47281	2.596e-05	16
8737	KMO	gene	47266	2.595e-05	15
8738	ZKSCAN4	gene	47265	2.595e-05	6
8739	GGH	gene	47257	2.595e-05	13
8740	KISS1R	gene	47239	2.594e-05	9
8741	IFNB1	gene	47231	2.594e-05	9
8742	CEP72	gene	47226	2.593e-05	14
8743	ARFGEF2	gene	47200	2.592e-05	13
8744	MAB21L2	gene	47197	2.592e-05	19
8745	ARSG	gene	47184	2.591e-05	14
8746	TCEANC	gene	47183	2.591e-05	17
8747	MAPK8IP2	gene	47183	2.591e-05	11
8748	OLFM2	gene	47179	2.591e-05	10
8749	CABP1	gene	47174	2.59e-05	13
8750	ICOS	gene	47150	2.589e-05	11
8751	PLPPR2	gene	47146	2.589e-05	15
8752	FOXO3B	gene	47143	2.589e-05	14
8753	MUC5B	gene	47137	2.588e-05	14
8754	SLAIN2	gene	47134	2.588e-05	19
8755	SERPINB4	gene	47125	2.588e-05	17
8756	SUOX	gene	47121	2.588e-05	12
8757	DSG4	gene	47119	2.587e-05	12
8758	AHSG	gene	47116	2.587e-05	12
8759	FAM169A	gene	47116	2.587e-05	13
8760	PPP2R3C	gene	47110	2.587e-05	10
8761	PRDM16	gene	47105	2.587e-05	12
8762	NPRL3	gene	47103	2.587e-05	10
8763	KLB	gene	47095	2.586e-05	9
8764	SLC4A2	gene	47087	2.586e-05	13
8765	ID3	gene	47070	2.585e-05	10
8766	PATL2	gene	47065	2.584e-05	12
8767	ACTL10	gene	47064	2.584e-05	17
8768	ZFAND2B	gene	47062	2.584e-05	10
8769	LHCGR	gene	47057	2.584e-05	8
8770	TIMP3	gene	47045	2.583e-05	10
8771	DENND10	gene	47030	2.583e-05	11
8772	GFRA4	gene	47027	2.582e-05	9
8773	RAB15	gene	47022	2.582e-05	12
8774	CCR3	gene	47001	2.581e-05	6
8775	MAU2	gene	47001	2.581e-05	10
8776	CARD9	gene	46968	2.579e-05	15
8777	MC4R	gene	46960	2.579e-05	9
8778	GRPEL2	gene	46957	2.578e-05	13
8779	NES	gene	46934	2.577e-05	16
8780	GRM2	gene	46934	2.577e-05	10
8781	KCNMB1	gene	46928	2.577e-05	6
8782	CEP89	gene	46919	2.576e-05	9
8783	ZFYVE19	gene	46918	2.576e-05	13
8784	TMEM249	gene	46913	2.576e-05	7
8785	FTCD	gene	46909	2.576e-05	12
8786	CPS1	gene	46895	2.575e-05	16
8787	ZNF175	gene	46888	2.575e-05	7
8788	COL5A1	gene	46885	2.575e-05	11
8789	BMP10	gene	46885	2.575e-05	7
8790	ZCCHC17	gene	46884	2.574e-05	18
8791	IL25	gene	46867	2.574e-05	11
8792	RGS12	gene	46864	2.573e-05	11
8793	C17orf75	gene	46863	2.573e-05	13
8794	PITRM1	gene	46862	2.573e-05	15
8795	STARD3	gene	46846	2.572e-05	9
8796	ARMC1	gene	46836	2.572e-05	12
8797	MCM8	gene	46829	2.571e-05	12
8798	HMMR	gene	46808	2.57e-05	12
8799	EDRF1	gene	46807	2.57e-05	15
8800	ARL8A	gene	46803	2.57e-05	15
8801	UMPS	gene	46786	2.569e-05	14
8802	ZNF518B	gene	46785	2.569e-05	13
8803	FAM131B	gene	46784	2.569e-05	12
8804	ZBTB24	gene	46780	2.569e-05	14
8805	RASSF3	gene	46770	2.568e-05	12
8806	DAPL1	gene	46770	2.568e-05	18
8807	C7	gene	46765	2.568e-05	8
8808	PPP1R11	gene	46762	2.568e-05	10
8809	PPT1	gene	46758	2.568e-05	17
8810	SCOC	gene	46753	2.567e-05	15
8811	LCORL	gene	46753	2.567e-05	10
8812	GJA3	gene	46729	2.566e-05	8
8813	SPSB4	gene	46718	2.565e-05	14
8814	FLAD1	gene	46717	2.565e-05	11
8815	NANOS2	gene	46716	2.565e-05	9
8816	TMEM79	gene	46714	2.565e-05	12
8817	KREMEN1	gene	46712	2.565e-05	11
8818	LRRC47	gene	46702	2.564e-05	15
8819	SMTN	gene	46695	2.564e-05	11
8820	FAM207A	gene	46686	2.564e-05	17
8821	RAI1	gene	46669	2.563e-05	18
8822	CTPS1	gene	46664	2.562e-05	19
8823	NOSIP	gene	46660	2.562e-05	16
8824	SYT11	gene	46654	2.562e-05	10
8825	IL31	gene	46641	2.561e-05	10
8826	DSC1	gene	46624	2.56e-05	13
8827	SPART	gene	46622	2.56e-05	14
8828	ARL6IP4	gene	46619	2.56e-05	16
8829	NR5A2	gene	46610	2.559e-05	9
8830	IRF2	gene	46609	2.559e-05	16
8831	LCN2	gene	46590	2.558e-05	11
8832	CCDC127	gene	46587	2.558e-05	13
8833	CLGN	gene	46585	2.558e-05	14
8834	CLDN11	gene	46585	2.558e-05	8
8835	EIF2B1	gene	46582	2.558e-05	15
8836	ZNF134	gene	46580	2.558e-05	9
8837	EIF2A	gene	46575	2.558e-05	15
8838	TGIF2	gene	46571	2.557e-05	9
8839	SOSTDC1	gene	46568	2.557e-05	11
8840	ACSS1	gene	46560	2.557e-05	10
8841	KLHL14	gene	46548	2.556e-05	11
8842	HTRA1	gene	46541	2.556e-05	12
8843	PAX8	gene	46537	2.555e-05	11
8844	FANCL	gene	46534	2.555e-05	10
8845	CST3	gene	46531	2.555e-05	16
8846	NXN	gene	46529	2.555e-05	11
8847	TASOR	gene	46527	2.555e-05	15
8848	ZNF524	gene	46500	2.553e-05	11
8849	LTBP3	gene	46495	2.553e-05	9
8850	TBCEL	gene	46493	2.553e-05	3
8851	UNC5B	gene	46490	2.553e-05	10
8852	HNF4G	gene	46488	2.553e-05	11
8853	ACTRT1	gene	46487	2.553e-05	19
8854	PRR11	gene	46485	2.553e-05	16
8855	ACTL9	gene	46484	2.553e-05	17
8856	IL16	gene	46454	2.551e-05	13
8857	TMEM222	gene	46445	2.55e-05	10
8858	ZNF12	gene	46442	2.55e-05	11
8859	NMNAT1	gene	46440	2.55e-05	11
8860	MGAM	gene	46438	2.55e-05	14
8861	C1orf158	gene	46432	2.55e-05	8
8862	SCAP	gene	46426	2.549e-05	11
8863	SFRP2	gene	46424	2.549e-05	11
8864	PSENEN	gene	46414	2.549e-05	7
8865	NEIL3	gene	46406	2.548e-05	16
8866	NEPRO	gene	46405	2.548e-05	14
8867	ABHD16A	gene	46401	2.548e-05	8
8868	ESF1	gene	46394	2.548e-05	19
8869	ANTXR2	gene	46389	2.547e-05	10
8870	PARD6G	gene	46387	2.547e-05	12
8871	SLC4A4	gene	46387	2.547e-05	7
8872	PRH1	gene	46382	2.547e-05	21
8873	MICU2	gene	46381	2.547e-05	15
8874	PABPC1L	gene	46379	2.547e-05	14
8875	PIK3C2G	gene	46379	2.547e-05	8
8876	AMY2A	gene	46375	2.547e-05	9
8877	DNAI2	gene	46374	2.546e-05	12
8878	MGME1	gene	46373	2.546e-05	16
8879	TSPAN4	gene	46370	2.546e-05	11
8880	THAP11	gene	46362	2.546e-05	14
8881	HAS1	gene	46360	2.546e-05	16
8882	MOCOS	gene	46359	2.546e-05	11
8883	PABPC3	gene	46353	2.545e-05	15
8884	LRTOMT-2	gene	46350	2.545e-05	17
8885	CD7	gene	46349	2.545e-05	9
8886	BTF3L4	gene	46342	2.545e-05	19
8887	VEGFD	gene	46333	2.544e-05	8
8888	GAGE2A	gene	46328	2.544e-05	22
8889	TEFM	gene	46327	2.544e-05	16
8890	SENP2	gene	46325	2.544e-05	16
8891	F7	gene	46325	2.544e-05	8
8892	CDC42SE1	gene	46324	2.544e-05	10
8893	MAST1	gene	46318	2.543e-05	24
8894	F2RL3	gene	46317	2.543e-05	7
8895	CXCL10	gene	46317	2.543e-05	10
8896	PAM16	gene	46316	2.543e-05	12
8897	MEF2B	gene	46301	2.542e-05	10
8898	NUSAP1	gene	46300	2.542e-05	17
8899	ACSL4	gene	46293	2.542e-05	16
8900	CNKSR3	gene	46270	2.541e-05	10
8901	STXBP3	gene	46262	2.54e-05	12
8902	TSC22D4	gene	46260	2.54e-05	14
8903	PSPH	gene	46257	2.54e-05	14
8904	BBS5	gene	46252	2.54e-05	7
8905	GABRP	gene	46244	2.539e-05	7
8906	MAN1A1	gene	46232	2.539e-05	9
8907	FAHD2B	gene	46231	2.539e-05	12
8908	USP49	gene	46225	2.538e-05	16
8909	GPC5	gene	46217	2.538e-05	9
8910	GSTM1	gene	46211	2.538e-05	9
8911	PDE12	gene	46209	2.537e-05	15
8912	BCL9L	gene	46203	2.537e-05	9
8913	PPP1R1B	gene	46202	2.537e-05	10
8914	NCAPG2	gene	46192	2.536e-05	12
8915	SULT1A1	gene	46189	2.536e-05	11
8916	IL4	gene	46189	2.536e-05	11
8917	WDR37	gene	46187	2.536e-05	15
8918	CCZ1	gene	46181	2.536e-05	11
8919	OSBPL3	gene	46167	2.535e-05	11
8920	DRD1	gene	46153	2.534e-05	8
8921	IL17C	gene	46113	2.532e-05	6
8922	SPRED2	gene	46084	2.531e-05	9
8923	SCP2	gene	46074	2.53e-05	11
8924	ARG1	gene	46073	2.53e-05	13
8925	DHCR7	gene	46066	2.53e-05	16
8926	CLEC11A	gene	46043	2.528e-05	14
8927	DOK3	gene	46034	2.528e-05	10
8928	FBP1	gene	46033	2.528e-05	13
8929	RLN3	gene	46030	2.528e-05	4
8930	ZNF555	gene	46026	2.527e-05	9
8931	SNAI3	gene	46025	2.527e-05	12
8932	TXNL4B	gene	46018	2.527e-05	14
8933	ADSL	gene	46010	2.526e-05	16
8934	IL7	gene	45997	2.526e-05	11
8935	LRMDA	gene	45986	2.525e-05	17
8936	ABCG5	gene	45984	2.525e-05	6
8937	HRC	gene	45983	2.525e-05	13
8938	TGIF1	gene	45972	2.524e-05	11
8939	CA5B	gene	45972	2.524e-05	8
8940	PIWIL2	gene	45954	2.523e-05	6
8941	LILRB4	gene	45953	2.523e-05	9
8942	B9D1	gene	45944	2.523e-05	7
8943	GCGR	gene	45941	2.523e-05	10
8944	COL12A1	gene	45936	2.522e-05	11
8945	TRIM9	gene	45931	2.522e-05	12
8946	MTMR2	gene	45926	2.522e-05	10
8947	CDX1	gene	45925	2.522e-05	16
8948	GPLD1	gene	45918	2.521e-05	11
8949	ADORA2B	gene	45912	2.521e-05	9
8950	SIX1	gene	45905	2.521e-05	11
8951	MINDY2	gene	45902	2.521e-05	11
8952	ZNF423	gene	45898	2.52e-05	12
8953	ZNF813	gene	45890	2.52e-05	8
8954	TM9SF4	gene	45889	2.52e-05	12
8955	MERTK	gene	45889	2.52e-05	10
8956	PARS2	gene	45886	2.52e-05	16
8957	FOXC2	gene	45873	2.519e-05	13
8958	MTMR1	gene	45873	2.519e-05	14
8959	RALGPS1	gene	45870	2.519e-05	12
8960	DTX1	gene	45866	2.519e-05	10
8961	EZHIP	gene	45850	2.518e-05	17
8962	GLIPR2	gene	45847	2.518e-05	12
8963	THEMIS	gene	45830	2.517e-05	8
8964	CERT1	gene	45820	2.516e-05	10
8965	FGF19	gene	45813	2.516e-05	10
8966	DUSP16	gene	45811	2.516e-05	15
8967	LCE1B	gene	45806	2.515e-05	7
8968	SLC17A7	gene	45804	2.515e-05	7
8969	YOD1	gene	45802	2.515e-05	13
8970	PTP4A3	gene	45799	2.515e-05	14
8971	FAM241B	gene	45796	2.515e-05	11
8972	CDH24	gene	45781	2.514e-05	8
8973	GAGE1	gene	45781	2.514e-05	22
8974	NTS	gene	45776	2.514e-05	8
8975	UGCG	gene	45772	2.513e-05	10
8976	FOXF1	gene	45766	2.513e-05	12
8977	TRMT10B	gene	45757	2.513e-05	11
8978	NHSL2	gene	45755	2.512e-05	11
8979	EXOC3L4	gene	45729	2.511e-05	8
8980	PRR20B	gene	45723	2.511e-05	14
8981	PFAS	gene	45716	2.51e-05	16
8982	STK11IP	gene	45716	2.51e-05	15
8983	DNAJC22	gene	45716	2.51e-05	22
8984	ZDHHC15	gene	45705	2.51e-05	10
8985	DHFR	gene	45704	2.51e-05	14
8986	TMEM116	gene	45703	2.51e-05	7
8987	SFXN3	gene	45700	2.509e-05	15
8988	RUFY1	gene	45698	2.509e-05	13
8989	DLC1	gene	45693	2.509e-05	11
8990	LRP1B	gene	45691	2.509e-05	12
8991	TMEM168	gene	45689	2.509e-05	9
8992	ADAM2	gene	45684	2.509e-05	6
8993	MPP2	gene	45684	2.509e-05	9
8994	CXCR3	gene	45679	2.508e-05	8
8995	COL4A2	gene	45673	2.508e-05	9
8996	SLC9A6	gene	45669	2.508e-05	11
8997	OPN3	gene	45666	2.508e-05	8
8998	SRGAP3	gene	45660	2.507e-05	12
8999	RBM27	gene	45658	2.507e-05	16
9000	TRAPPC6A	gene	45641	2.506e-05	8
9001	STAR	gene	45639	2.506e-05	8
9002	ZSCAN18	gene	45588	2.503e-05	10
9003	C1orf189	gene	45580	2.503e-05	8
9004	OR2C1	gene	45579	2.503e-05	4
9005	IRAK4	gene	45577	2.503e-05	7
9006	NUTF2	gene	45575	2.503e-05	13
9007	MATK	gene	45569	2.502e-05	12
9008	NUDT5	gene	45566	2.502e-05	11
9009	COLEC10	gene	45556	2.502e-05	8
9010	DHRS11	gene	45547	2.501e-05	8
9011	SEMA4D	gene	45543	2.501e-05	7
9012	KRT16	gene	45535	2.5e-05	16
9013	ZBTB17	gene	45534	2.5e-05	11
9014	TPCN2	gene	45529	2.5e-05	14
9015	UGGT2	gene	45516	2.499e-05	10
9016	EHD4	gene	45514	2.499e-05	12
9017	OLFM4	gene	45512	2.499e-05	12
9018	GJA4	gene	45505	2.499e-05	8
9019	TRABD	gene	45480	2.497e-05	14
9020	RAB32	gene	45470	2.497e-05	11
9021	CRLF1	gene	45470	2.497e-05	9
9022	CNN2	gene	45462	2.496e-05	15
9023	TGM3	gene	45447	2.496e-05	13
9024	KRTAP4-12	gene	45438	2.495e-05	11
9025	KIAA0753	gene	45436	2.495e-05	16
9026	RNF135	gene	45432	2.495e-05	10
9027	FAAP24	gene	45431	2.495e-05	9
9028	MB	gene	45430	2.495e-05	10
9029	TRPT1	gene	45429	2.495e-05	11
9030	MADD	gene	45414	2.494e-05	12
9031	NTPCR	gene	45402	2.493e-05	16
9032	GP1BB	gene	45402	2.493e-05	8
9033	SH3GLB1	gene	45398	2.493e-05	13
9034	PPM1J	gene	45397	2.493e-05	13
9035	MAT2A	gene	45396	2.493e-05	14
9036	LRRC1	gene	45384	2.492e-05	12
9037	TMEM181	gene	45384	2.492e-05	11
9038	PAG1	gene	45372	2.491e-05	11
9039	ULK3	gene	45369	2.491e-05	14
9040	PDK4	gene	45365	2.491e-05	13
9041	TSPAN32	gene	45360	2.491e-05	11
9042	C6	gene	45359	2.491e-05	7
9043	TEKT1	gene	45354	2.49e-05	8
9044	SIDT2	gene	45351	2.49e-05	16
9045	CYBA	gene	45336	2.489e-05	9
9046	ATRNL1	gene	45328	2.489e-05	7
9047	TCEA3	gene	45323	2.489e-05	15
9048	MASP1	gene	45317	2.488e-05	9
9049	NTSR1	gene	45313	2.488e-05	9
9050	IVD	gene	45301	2.488e-05	15
9051	KCNK2	gene	45299	2.487e-05	7
9052	HGFAC	gene	45297	2.487e-05	12
9053	BCL2L13	gene	45294	2.487e-05	11
9054	IL17RD	gene	45290	2.487e-05	7
9055	SPATA20	gene	45271	2.486e-05	15
9056	NISCH	gene	45270	2.486e-05	15
9057	USP12	gene	45267	2.486e-05	13
9058	YPEL1	gene	45256	2.485e-05	10
9059	MSH5	gene	45238	2.484e-05	14
9060	GLUL	gene	45232	2.484e-05	14
9061	INPP5A	gene	45216	2.483e-05	10
9062	FRS3	gene	45210	2.483e-05	10
9063	WNT9B	gene	45203	2.482e-05	8
9064	PTOV1	gene	45203	2.482e-05	12
9065	ATP2A1	gene	45197	2.482e-05	12
9066	CARD8	gene	45192	2.482e-05	12
9067	BTN3A1	gene	45188	2.481e-05	8
9068	VEGFC	gene	45180	2.481e-05	7
9069	MPO	gene	45180	2.481e-05	12
9070	CHTF18	gene	45176	2.481e-05	10
9071	RMND1	gene	45175	2.481e-05	12
9072	TTC33	gene	45169	2.48e-05	16
9073	ZDHHC16	gene	45167	2.48e-05	8
9074	SRPK3	gene	45159	2.48e-05	19
9075	MTR	gene	45149	2.479e-05	12
9076	LILRB3	gene	45146	2.479e-05	6
9077	TMCO1	gene	45139	2.479e-05	13
9078	GTF2A1L	gene	45122	2.478e-05	14
9079	RBM4B	gene	45111	2.477e-05	17
9080	CCS	gene	45099	2.476e-05	10
9081	RTCA	gene	45085	2.476e-05	17
9082	VSIG4	gene	45082	2.476e-05	14
9083	CD1B	gene	45079	2.475e-05	11
9084	NT5C2	gene	45075	2.475e-05	10
9085	ARRDC1	gene	45065	2.475e-05	12
9086	SSTR2	gene	45057	2.474e-05	8
9087	GIMAP6	gene	45045	2.474e-05	10
9088	REPIN1	gene	45044	2.473e-05	15
9089	SH2B1	gene	45030	2.473e-05	9
9090	FEZ2	gene	45029	2.473e-05	13
9091	TRIP10	gene	45022	2.472e-05	13
9092	OLR1	gene	44992	2.471e-05	11
9093	P3H2	gene	44989	2.47e-05	9
9094	DDI1	gene	44987	2.47e-05	10
9095	PRPF40B	gene	44985	2.47e-05	12
9096	PGLS	gene	44972	2.469e-05	12
9097	COL11A1	gene	44964	2.469e-05	9
9098	APMAP	gene	44961	2.469e-05	13
9099	NCF4	gene	44947	2.468e-05	12
9100	TRPV5	gene	44939	2.468e-05	10
9101	ASB10	gene	44938	2.468e-05	12
9102	PIP5K1C	gene	44937	2.468e-05	9
9103	ASB18	gene	44933	2.467e-05	12
9104	ZFP36L1	gene	44932	2.467e-05	11
9105	RXFP3	gene	44926	2.467e-05	5
9106	CENPN	gene	44925	2.467e-05	10
9107	VPS35L	gene	44919	2.467e-05	9
9108	CCDC59	gene	44917	2.466e-05	17
9109	CCDC71	gene	44915	2.466e-05	16
9110	CBY2	gene	44905	2.466e-05	14
9111	MIS12	gene	44904	2.466e-05	14
9112	MAGEA6	gene	44898	2.465e-05	12
9113	CCDC65	gene	44886	2.465e-05	11
9114	DLG5	gene	44879	2.464e-05	12
9115	XKR8	gene	44874	2.464e-05	9
9116	PRX	gene	44872	2.464e-05	8
9117	RHOBTB3	gene	44870	2.464e-05	12
9118	TCTN1	gene	44864	2.464e-05	6
9119	B3GNT2	gene	44862	2.463e-05	13
9120	RGMA	gene	44852	2.463e-05	8
9121	P2RX5	gene	44845	2.463e-05	10
9122	AQP5	gene	44843	2.462e-05	8
9123	HOXB7	gene	44843	2.462e-05	8
9124	SUCO	gene	44840	2.462e-05	14
9125	PER1	gene	44839	2.462e-05	11
9126	JAM2	gene	44837	2.462e-05	7
9127	LHX2	gene	44837	2.462e-05	11
9128	CNN3	gene	44831	2.462e-05	16
9129	CTNNBIP1	gene	44829	2.462e-05	10
9130	TTC21A	gene	44814	2.461e-05	8
9131	NAT9	gene	44812	2.461e-05	9
9132	MIA3	gene	44811	2.461e-05	15
9133	GABRG1	gene	44807	2.46e-05	6
9134	IGLV10-54	gene	44789	2.459e-05	12
9135	ARHGAP21	gene	44771	2.458e-05	17
9136	SARAF	gene	44770	2.458e-05	13
9137	TMEM220	gene	44766	2.458e-05	8
9138	HDAC10	gene	44760	2.458e-05	13
9139	CHI3L1	gene	44754	2.458e-05	10
9140	POLK	gene	44750	2.457e-05	13
9141	INTS13	gene	44736	2.457e-05	11
9142	ARL6IP6	gene	44732	2.456e-05	13
9143	ARHGAP22	gene	44727	2.456e-05	15
9144	PPFIA4	gene	44724	2.456e-05	9
9145	XYLT2	gene	44708	2.455e-05	10
9146	DOCK3	gene	44700	2.455e-05	8
9147	ADM	gene	44690	2.454e-05	6
9148	PEAR1	gene	44685	2.454e-05	10
9149	PPIC	gene	44679	2.453e-05	18
9150	NOXA1	gene	44676	2.453e-05	9
9151	YJEFN3	gene	44671	2.453e-05	13
9152	SCLY	gene	44671	2.453e-05	10
9153	MYO1A	gene	44669	2.453e-05	8
