rank	node	node_type	visit_count	visit_prob	degree	gat_hub_score
7155	ATP13A2	gene	56837	3.121e-05	17	0.00916542
7156	ZNF577	gene	56822	3.12e-05	6	0.10602246
7157	BAIAP2L2	gene	56822	3.12e-05	16	0.00672924
7158	KANK2	gene	56800	3.119e-05	20	0.00577595
7159	LIM2	gene	56795	3.119e-05	16	0.00957095
7160	CXorf56	gene	56783	3.118e-05	22	0.0061894
7161	ZNF107	gene	56782	3.118e-05	11	0.01902864
7162	TAFA4	gene	56769	3.117e-05	16	0.012528
7163	BANK1	gene	56745	3.116e-05	9	0.01643509
7164	ZNF836	gene	56745	3.116e-05	4	0.11780748
7165	SGO1	gene	56744	3.116e-05	19	0.0071296
7166	HTR3C	gene	56744	3.116e-05	15	0.01325922
7167	TTI1	gene	56731	3.115e-05	19	0.00854607
7168	GYPB	gene	56721	3.115e-05	17	0.01212711
7169	CAMK1	gene	56698	3.113e-05	18	0.00886598
7170	RALB	gene	56669	3.112e-05	20	0.0071157
7171	ZBTB8B	gene	56660	3.111e-05	9	0.05616458
7172	SPAG5	gene	56652	3.111e-05	19	0.00673905
7173	UBN1	gene	56648	3.111e-05	20	0.00674634
7174	COMP	gene	56644	3.11e-05	15	0.00680341
7175	HJURP	gene	56644	3.11e-05	21	0.00719785
7176	CSF2	gene	56640	3.11e-05	14	0.00882538
7177	VPS45	gene	56636	3.11e-05	16	0.00895733
7178	RGP1	gene	56631	3.11e-05	15	0.01204106
7179	CDK18	gene	56619	3.109e-05	20	0.00698534
7180	HHIP	gene	56615	3.109e-05	8	0.03055885
7181	UTP11	gene	56609	3.109e-05	21	0.00442789
7182	VAMP1	gene	56603	3.108e-05	16	0.00713192
7183	OXSR1	gene	56595	3.108e-05	19	0.01009481
7184	CD59	gene	56584	3.107e-05	18	0.00690031
7185	DOK2	gene	56582	3.107e-05	20	0.00645507
7186	RAB7B	gene	56580	3.107e-05	16	0.00977524
7187	NDUFA4L2	gene	56579	3.107e-05	19	0.00529244
7188	INTS9	gene	56574	3.107e-05	20	0.0051022
7189	SMYD2	gene	56567	3.106e-05	20	0.00825008
7190	DDX55	gene	56567	3.106e-05	24	0.00587927
7191	KIF9	gene	56560	3.106e-05	17	0.01003285
7192	PNKP	gene	56534	3.104e-05	21	0.00508334
7193	PEX6	gene	56534	3.104e-05	18	0.00716253
7194	FEZ1	gene	56534	3.104e-05	18	0.00888116
7195	CRHR1	gene	56524	3.104e-05	14	0.00534661
7196	PHLDA2	gene	56513	3.103e-05	8	0.03423901
7197	PPRC1	gene	56484	3.102e-05	21	0.00713675
7198	ATG9A	gene	56481	3.101e-05	18	0.00783311
7199	CD209	gene	56465	3.101e-05	15	0.00694111
7200	KCNAB3	gene	56456	3.1e-05	17	0.01074057
7201	TSTD1	gene	56436	3.099e-05	24	0.00593078
7202	MAPKAP1	gene	56432	3.099e-05	19	0.00982378
7203	TTLL2	gene	56424	3.098e-05	10	0.02705397
7204	KAT6B	gene	56419	3.098e-05	19	0.00617844
7205	CIRBP	gene	56409	3.098e-05	22	0.00588262
7206	RNF146	gene	56404	3.097e-05	19	0.00621891
7207	AIRE	gene	56400	3.097e-05	21	0.00529137
7208	C6orf15	gene	56396	3.097e-05	21	0.00587848
7209	CASP14	gene	56381	3.096e-05	19	0.00691395
7210	ZNF561	gene	56377	3.096e-05	6	0.06777503
7211	WRAP73	gene	56376	3.096e-05	20	0.00887342
7212	GPN1	gene	56371	3.095e-05	21	0.00469234
7213	KCTD6	gene	56358	3.095e-05	18	0.00748757
7214	SLC39A12	gene	56348	3.094e-05	18	0.01302198
7215	ENAH	gene	56330	3.093e-05	19	0.00624273
7216	OXSM	gene	56328	3.093e-05	19	0.01155839
7217	SLA2	gene	56317	3.092e-05	16	0.00808922
7218	SELP	gene	56308	3.092e-05	15	0.00856178
7219	KRT31	gene	56299	3.091e-05	20	0.01002947
7220	HYPK	gene	56288	3.091e-05	19	0.00669444
7221	GNS	gene	56278	3.09e-05	18	0.00660878
7222	CHRND	gene	56261	3.089e-05	15	0.01314762
7223	CAT	gene	56253	3.089e-05	19	0.00657685
7224	TCF7L1	gene	56248	3.089e-05	17	0.00622979
7225	INTS7	gene	56242	3.088e-05	17	0.0070865
7226	OBI1	gene	56238	3.088e-05	21	0.00639236
7227	TSTD3	gene	56234	3.088e-05	24	0.00593078
7228	LDOC1	gene	56234	3.088e-05	18	0.00943639
7229	SDSL	gene	56225	3.087e-05	9	0.05060856
7230	NIT1	gene	56201	3.086e-05	19	0.01160096
7231	KIF26B	gene	56190	3.085e-05	17	0.00854577
7232	ATXN7-2	gene	56189	3.085e-05	19	0.00563635
7233	BCL7A	gene	56184	3.085e-05	19	0.00750542
7234	APOC2	gene	56168	3.084e-05	13	0.01077328
7235	ZNF548	gene	56166	3.084e-05	6	0.05179119
7236	ICE1	gene	56159	3.084e-05	18	0.00727992
7237	SERPINB2	gene	56154	3.084e-05	19	0.01079549
7238	GSTM3	gene	56148	3.083e-05	18	0.00916372
7239	ZNF33A	gene	56132	3.082e-05	8	0.03115296
7240	VRK2	gene	56122	3.082e-05	21	0.00419951
7241	TWISTNB	gene	56117	3.081e-05	21	0.00418266
7242	GAS2	gene	56104	3.081e-05	8	0.07636662
7243	PLSCR1	gene	56103	3.081e-05	17	0.00964643
7244	ZNF611	gene	56097	3.08e-05	11	0.0269
7245	USP13	gene	56085	3.08e-05	20	0.00519102
7246	CST6	gene	56048	3.078e-05	20	0.00808909
7247	HLA-F	gene	56048	3.078e-05	15	0.01008407
7248	AHNAK2	gene	56041	3.077e-05	19	0.00613709
7249	NCAPG	gene	56040	3.077e-05	19	0.00619361
7250	TMEM45B	gene	56035	3.077e-05	6	0.04970789
7251	ZFYVE16	gene	56034	3.077e-05	17	0.00721827
7252	CMTM3	gene	56027	3.077e-05	5	0.07625862
7253	NAPB	gene	56025	3.076e-05	16	0.00755565
7254	LMAN2L	gene	56025	3.076e-05	17	0.00938035
7255	KATNA1	gene	56023	3.076e-05	20	0.00647032
7256	BTBD19	gene	56005	3.075e-05	26	0.00250358
7257	MUL1	gene	55972	3.074e-05	17	0.0075877
7258	FAM83H	gene	55968	3.073e-05	19	0.00626399
7259	GINM1	gene	55967	3.073e-05	16	0.01289262
7260	B4E171_HUMAN	gene	55940	3.072e-05	16	0.0088411
7261	PF4	gene	55916	3.07e-05	14	0.00892049
7262	LYZ	gene	55906	3.07e-05	18	0.00771439
7263	GPBAR1	gene	55883	3.069e-05	17	0.0073477
7264	MYO9B	gene	55876	3.068e-05	19	0.00676387
7265	BRPF1	gene	55874	3.068e-05	19	0.00535777
7266	SAMD5	gene	55857	3.067e-05	8	0.03855333
7267	ZNF311	gene	55833	3.066e-05	7	0.07140761
7268	IST1	gene	55828	3.066e-05	17	0.00760708
7269	CXCR2	gene	55812	3.065e-05	16	0.0063286
7270	SLC27A2	gene	55810	3.065e-05	18	0.00954062
7271	IRAK2	gene	55780	3.063e-05	17	0.00775234
7272	RAB17	gene	55760	3.062e-05	16	0.01280719
7273	DHX33	gene	55757	3.062e-05	21	0.00380884
7274	SNN	gene	55757	3.062e-05	7	0.0101463
7275	TFDP2	gene	55747	3.061e-05	19	0.00489618
7276	F8	gene	55736	3.061e-05	14	0.00692537
7277	TCEANC2	gene	55734	3.06e-05	21	0.00536896
7278	ADAM12	gene	55719	3.06e-05	15	0.00911832
7279	SYCE1	gene	55713	3.059e-05	17	0.01234892
7280	NBPF15	gene	55704	3.059e-05	6	0.00233417
7281	AARS1	gene	55702	3.059e-05	21	0.00494576
7282	LRAT	gene	55697	3.058e-05	4	0.08552665
7283	TRAK1	gene	55695	3.058e-05	17	0.00766703
7284	NLE1	gene	55686	3.058e-05	22	0.00656876
7285	POLRMT	gene	55686	3.058e-05	22	0.00448314
7286	SHROOM4	gene	55673	3.057e-05	11	0.01532807
7287	ACE	gene	55670	3.057e-05	16	0.00803351
7288	CLBA1	gene	55669	3.057e-05	16	0.00689151
7289	FBF1	gene	55667	3.057e-05	18	0.00625503
7290	FAM241A	gene	55664	3.057e-05	16	0.01070574
7291	KIAA1522	gene	55657	3.056e-05	18	0.00758396
7292	TRPC5	gene	55650	3.056e-05	17	0.00798874
7293	CEMP1	gene	55640	3.055e-05	7	0.05913391
7294	TRIM5	gene	55624	3.054e-05	19	0.00626719
7295	IFNLR1	gene	55620	3.054e-05	18	0.00770384
7296	ZNF549	gene	55617	3.054e-05	6	0.03138829
7297	MAPK8IP3	gene	55612	3.054e-05	17	0.00943151
7298	POLB	gene	55596	3.053e-05	19	0.00471073
7299	NCEH1	gene	55594	3.053e-05	20	0.00700346
7300	ARL8B	gene	55563	3.051e-05	18	0.00628822
7301	TMIGD2	gene	55559	3.051e-05	20	0.00599712
7302	PDLIM1	gene	55542	3.05e-05	18	0.00762216
7303	MSRB3	gene	55527	3.049e-05	23	0.00538411
7304	MVB12A	gene	55524	3.049e-05	16	0.0068861
7305	CASP10	gene	55493	3.047e-05	17	0.00700161
7306	SLC25A31	gene	55484	3.047e-05	18	0.00812409
7307	GYPA	gene	55450	3.045e-05	16	0.01260695
7308	KCNA4	gene	55418	3.043e-05	18	0.00825884
7309	CSNK1G2	gene	55414	3.043e-05	17	0.00696773
7310	LARS2	gene	55404	3.042e-05	19	0.00819713
7311	PIDD1	gene	55403	3.042e-05	17	0.0065814
7312	TMTC3	gene	55385	3.041e-05	19	0.00610627
7313	NR0B1	gene	55380	3.041e-05	18	0.00770443
7314	PGRMC2	gene	55380	3.041e-05	18	0.00786657
7315	TRIM56	gene	55379	3.041e-05	21	0.0046954
7316	RABL6	gene	55374	3.041e-05	18	0.00997372
7317	VAV3	gene	55373	3.041e-05	18	0.00614807
7318	FRY	gene	55365	3.04e-05	9	0.01350676
7319	ETF1	gene	55363	3.04e-05	20	0.00495435
7320	APOBEC3B	gene	55362	3.04e-05	23	0.00495591
7321	ACACB	gene	55355	3.04e-05	20	0.0087739
7322	TTN	gene	55344	3.039e-05	19	0.00553948
7323	EFCAB6	gene	55334	3.038e-05	17	0.00683553
7324	SMCHD1	gene	55331	3.038e-05	20	0.00427101
7325	CCDC134	gene	55320	3.038e-05	11	0.01785292
7326	LHX4	gene	55319	3.038e-05	17	0.01095468
7327	ZNF649	gene	55294	3.036e-05	9	0.0103686
7328	FANCA	gene	55263	3.035e-05	19	0.00834506
7329	TRPV4	gene	55257	3.034e-05	17	0.00687222
7330	PLXND1	gene	55238	3.033e-05	15	0.01406582
7331	WNT7A	gene	55236	3.033e-05	13	0.01119756
7332	CD3D	gene	55233	3.033e-05	15	0.00765687
7333	TMEM185A	gene	55208	3.032e-05	17	0.01065397
7334	PCK2	gene	55184	3.03e-05	19	0.00655305
7335	TIMM13	gene	55181	3.03e-05	20	0.00647628
7336	AP3S2	gene	55173	3.03e-05	16	0.00735453
7337	TTC8	gene	55158	3.029e-05	16	0.00999762
7338	FAAP100	gene	55150	3.028e-05	17	0.00951278
7339	KIRREL1	gene	55117	3.027e-05	15	0.00630803
7340	CFH	gene	55072	3.024e-05	14	0.00937054
7341	VEZT	gene	55067	3.024e-05	20	0.00699575
7342	CSPG4	gene	55041	3.022e-05	15	0.0081196
7343	CREB3L3	gene	55031	3.022e-05	17	0.00534573
7344	CCDC12	gene	55005	3.02e-05	21	0.00483855
7345	TIGD2	gene	55001	3.02e-05	3	0.33412216
7346	ALDOC	gene	54975	3.019e-05	18	0.00722631
7347	ZNF761	gene	54964	3.018e-05	6	0.02799022
7348	AKAP12	gene	54963	3.018e-05	18	0.00653084
7349	SMNDC1	gene	54962	3.018e-05	21	0.00441512
7350	GAGE2E	gene	54959	3.018e-05	25	0.003743
7351	TBC1D8B	gene	54925	3.016e-05	16	0.00592572
7352	C5AR2	gene	54925	3.016e-05	16	0.01137113
7353	ZNF805	gene	54917	3.016e-05	6	0.01520744
7354	SNAP47	gene	54915	3.015e-05	16	0.00721678
7355	CCDC14	gene	54914	3.015e-05	17	0.01041817
7356	EME1	gene	54903	3.015e-05	20	0.00576155
7357	TPD52L2	gene	54885	3.014e-05	19	0.00688671
7358	NCR1	gene	54874	3.013e-05	17	0.00758054
7359	ZNF839	gene	54866	3.013e-05	10	0.0060742
7360	NUP37	gene	54855	3.012e-05	18	0.00558816
7361	YPEL2	gene	54847	3.012e-05	7	0.02069478
7362	KLHL8	gene	54834	3.011e-05	15	0.01172314
7363	TSPAN8	gene	54825	3.011e-05	16	0.0131416
7364	CDK5R1	gene	54817	3.01e-05	17	0.00645388
7365	PRORP	gene	54806	3.009e-05	18	0.00687989
7366	CEBPG	gene	54796	3.009e-05	18	0.00879179
7367	ELN	gene	54783	3.008e-05	13	0.0083839
7368	HMOX1	gene	54778	3.008e-05	17	0.00946354
7369	VPS54	gene	54776	3.008e-05	15	0.00944547
7370	TBX3	gene	54770	3.008e-05	19	0.00562282
7371	RNF180	gene	54767	3.007e-05	7	0.02928222
7372	PUM3	gene	54735	3.006e-05	21	0.00601184
7373	GRIK5	gene	54728	3.005e-05	14	0.00962439
7374	CETN1	gene	54718	3.005e-05	18	0.00650052
7375	GRIA4	gene	54708	3.004e-05	15	0.00672117
7376	CDK20	gene	54707	3.004e-05	21	0.00616757
7377	ZNF438	gene	54702	3.004e-05	6	0.01726145
7378	MDM1	gene	54684	3.003e-05	8	0.0420366
7379	ARFGAP1	gene	54663	3.002e-05	18	0.00587213
7380	DISP2	gene	54657	3.001e-05	8	0.02826151
7381	LRIG1	gene	54640	3e-05	16	0.00996587
7382	HERC3	gene	54630	3e-05	17	0.01171013
7383	BOLA1	gene	54626	3e-05	15	0.01151929
7384	PSME3IP1	gene	54613	2.999e-05	18	0.00594217
7385	CDC42BPA	gene	54610	2.999e-05	16	0.00875411
7386	PIGT	gene	54606	2.999e-05	16	0.00691188
7387	DUSP1	gene	54593	2.998e-05	19	0.00668915
7388	DHX29	gene	54584	2.997e-05	21	0.00413013
7389	BTC	gene	54583	2.997e-05	16	0.00708623
7390	HSD11B1L	gene	54576	2.997e-05	4	0.12746095
7391	BID	gene	54559	2.996e-05	16	0.00877886
7392	DHPS	gene	54548	2.995e-05	19	0.00735986
7393	SDF4	gene	54540	2.995e-05	19	0.00593217
7394	MAGT1	gene	54537	2.995e-05	18	0.00712936
7395	CACUL1	gene	54515	2.994e-05	21	0.00780563
7396	ERCC6L	gene	54477	2.991e-05	19	0.00752417
7397	KCTD11	gene	54470	2.991e-05	8	0.01557844
7398	GPHN	gene	54455	2.99e-05	17	0.00721197
7399	RCC2	gene	54450	2.99e-05	21	0.00435687
7400	CACNG1	gene	54445	2.99e-05	14	0.01228126
7401	WDR41	gene	54441	2.989e-05	17	0.00793188
7402	KBTBD2	gene	54439	2.989e-05	8	0.0179087
7403	NPHS1	gene	54438	2.989e-05	15	0.00557002
7404	H2AC4	gene	54416	2.988e-05	18	0.00345694
7405	SATB2	gene	54412	2.988e-05	20	0.00618056
7406	RIOK1	gene	54411	2.988e-05	20	0.00406659
7407	NEK7	gene	54410	2.988e-05	19	0.01072153
7408	GINS4	gene	54404	2.987e-05	17	0.00913421
7409	CHD9	gene	54396	2.987e-05	20	0.00377722
7410	PARD6B	gene	54381	2.986e-05	18	0.00866364
7411	KLF5	gene	54363	2.985e-05	20	0.00408032
7412	TBCA	gene	54360	2.985e-05	19	0.00834497
7413	CD226	gene	54343	2.984e-05	19	0.00724905
7414	ABLIM1	gene	54337	2.984e-05	19	0.00527738
7415	FAM136A	gene	54334	2.984e-05	19	0.00996424
7416	RRP1	gene	54330	2.983e-05	20	0.00443682
7417	NT5E	gene	54330	2.983e-05	15	0.01238418
7418	IRF4	gene	54309	2.982e-05	17	0.00828796
7419	GPR160	gene	54254	2.979e-05	5	0.13543187
7420	JAG2	gene	54253	2.979e-05	17	0.00636159
7421	LMO1	gene	54241	2.978e-05	15	0.01318093
7422	ELL3	gene	54236	2.978e-05	18	0.00575849
7423	DPP4	gene	54217	2.977e-05	13	0.00930477
7424	NLGN4Y	gene	54216	2.977e-05	15	0.00941543
7425	SPTA1	gene	54210	2.977e-05	16	0.00804349
7426	LPAR4	gene	54207	2.977e-05	15	0.00982997
7427	CDH23	gene	54202	2.976e-05	15	0.00869355
7428	HSDL2	gene	54197	2.976e-05	20	0.00433055
7429	CIB3	gene	54196	2.976e-05	17	0.01287899
7430	TTC30B	gene	54193	2.976e-05	15	0.01029191
7431	S100A7	gene	54162	2.974e-05	17	0.01098869
7432	FUNDC1	gene	54162	2.974e-05	16	0.00565338
7433	VTA1	gene	54159	2.974e-05	17	0.0087623
7434	ATF4	gene	54156	2.974e-05	16	0.00756822
7435	CRTC2	gene	54142	2.973e-05	15	0.00724955
7436	GRIN2C	gene	54141	2.973e-05	13	0.0108309
7437	PSMG2	gene	54133	2.973e-05	17	0.00546759
7438	ADSS2	gene	54129	2.972e-05	20	0.00668332
7439	ADCY6	gene	54112	2.971e-05	13	0.00669798
7440	PRR22	gene	54103	2.971e-05	7	0.05177044
7441	PPP2R5B	gene	54070	2.969e-05	16	0.00675168
7442	COL4A1	gene	54061	2.969e-05	14	0.00920456
7443	NUP62CL	gene	54037	2.967e-05	19	0.00945306
7444	GRAP	gene	54023	2.967e-05	16	0.00850182
7445	ESD	gene	54020	2.966e-05	18	0.00878787
7446	HLA-DQB2	gene	54015	2.966e-05	14	0.00794314
7447	TK1	gene	53999	2.965e-05	19	0.00643193
7448	TRPC4	gene	53997	2.965e-05	16	0.00668338
7449	PIGL	gene	53995	2.965e-05	6	0.06134068
7450	STAU2	gene	53994	2.965e-05	21	0.00449384
7451	KCNAB1	gene	53957	2.963e-05	17	0.00873194
7452	HIBADH	gene	53955	2.963e-05	19	0.00824605
7453	ESRP1	gene	53949	2.962e-05	18	0.00660512
7454	TAF7L	gene	53936	2.962e-05	18	0.00452529
7455	SDF2L1	gene	53934	2.962e-05	16	0.00483508
7456	RNF149	gene	53932	2.962e-05	16	0.01237508
7457	VPS26B	gene	53931	2.961e-05	17	0.01065554
7458	SLC14A2	gene	53931	2.961e-05	7	0.04710324
7459	FAM168A	gene	53927	2.961e-05	18	0.00781353
7460	VIPR1	gene	53920	2.961e-05	15	0.01229177
7461	CYP1A1	gene	53911	2.96e-05	19	0.00560863
7462	TSSC4	gene	53893	2.959e-05	18	0.00675616
7463	IL6R	gene	53888	2.959e-05	13	0.01329593
7464	CCDC33	gene	53880	2.959e-05	17	0.00674103
7465	TRMT1	gene	53879	2.959e-05	20	0.00747319
7466	RAP1GDS1	gene	53867	2.958e-05	19	0.00981826
7467	LRFN4	gene	53865	2.958e-05	16	0.00673733
7468	SOX5	gene	53849	2.957e-05	17	0.01014244
7469	BECN2	gene	53838	2.956e-05	15	0.01007076
7470	HSPB3	gene	53837	2.956e-05	17	0.00630129
7471	HAS3	gene	53832	2.956e-05	18	0.01272459
7472	CIAPIN1	gene	53831	2.956e-05	18	0.00854881
7473	APOBEC3C	gene	53829	2.956e-05	22	0.00433399
7474	ZMYND15	gene	53811	2.955e-05	9	0.00676104
7475	SLC6A15	gene	53801	2.954e-05	17	0.00826681
7476	NR1H4	gene	53797	2.954e-05	18	0.00701535
7477	EFCAB9	gene	53797	2.954e-05	14	0.00667496
7478	ACTRT1	gene	53793	2.954e-05	19	0.00550804
7479	TSNARE1	gene	53793	2.954e-05	14	0.00883036
7480	PDE6D	gene	53782	2.953e-05	16	0.01083257
7481	PAXX	gene	53779	2.953e-05	19	0.00564851
7482	RAB33A	gene	53775	2.953e-05	16	0.01074937
7483	DNAJC13	gene	53771	2.953e-05	18	0.00698186
7484	ATP5ME	gene	53769	2.953e-05	18	0.00815336
7485	BCL2A1	gene	53748	2.951e-05	17	0.00901198
7486	ZMPSTE24	gene	53744	2.951e-05	17	0.00733442
7487	SHOC2	gene	53739	2.951e-05	16	0.00838194
7488	CORO1A	gene	53732	2.951e-05	18	0.00693227
7489	IL1A	gene	53729	2.95e-05	17	0.00608147
7490	LPL	gene	53727	2.95e-05	12	0.00779817
7491	HTR2A	gene	53722	2.95e-05	14	0.00828561
7492	G6PD	gene	53715	2.95e-05	19	0.00543219
7493	PAWR	gene	53713	2.949e-05	17	0.0081036
7494	EIF2B5	gene	53688	2.948e-05	17	0.0088091
7495	SGK1	gene	53673	2.947e-05	18	0.00768476
7496	TKFC	gene	53653	2.946e-05	17	0.01216433
7497	MAST1	gene	53653	2.946e-05	24	0.00543896
7498	CLASRP	gene	53653	2.946e-05	17	0.00827153
7499	DNAJC25-GNG10	gene	53638	2.945e-05	19	0.0033274
7500	AMY1B	gene	53634	2.945e-05	17	0.01184167
7501	RAP1GAP2	gene	53628	2.945e-05	5	0.01396048
7502	PI4KB	gene	53604	2.943e-05	15	0.01036336
7503	MX1	gene	53600	2.943e-05	17	0.00904001
7504	SCN7A	gene	53599	2.943e-05	14	0.00939925
7505	LIN7A	gene	53596	2.943e-05	16	0.00567998
7506	EID3	gene	53586	2.943e-05	16	0.00881287
7507	IGSF9B	gene	53572	2.942e-05	7	0.03629341
7508	GALNT2	gene	53570	2.942e-05	17	0.00670438
7509	ZNF616	gene	53569	2.942e-05	8	0.02068678
7510	REXO4	gene	53563	2.941e-05	22	0.00772719
7511	DYNC2LI1	gene	53554	2.941e-05	14	0.00830209
7512	CACNA1F	gene	53552	2.941e-05	13	0.00966306
7513	PLCXD1	gene	53550	2.941e-05	7	0.02930028
7514	H2BW1	gene	53548	2.94e-05	19	0.00521537
7515	SYCE3	gene	53539	2.94e-05	17	0.00770381
7516	N4BP2L1	gene	53527	2.939e-05	21	0.00512973
7517	HCCS	gene	53526	2.939e-05	19	0.00959128
7518	HAS2	gene	53515	2.939e-05	18	0.01166572
7519	IKZF5	gene	53513	2.938e-05	17	0.01118143
7520	BATF3	gene	53511	2.938e-05	16	0.0087324
7521	NIPAL3	gene	53510	2.938e-05	6	0.01602411
7522	MYO3B	gene	53501	2.938e-05	17	0.0042043
7523	RAD1	gene	53497	2.938e-05	20	0.00549566
7524	CD8A	gene	53494	2.937e-05	15	0.00738007
7525	EFCAB1	gene	53484	2.937e-05	16	0.00825804
7526	PRDM13	gene	53478	2.937e-05	11	0.00817659
7527	ARHGAP35	gene	53474	2.936e-05	17	0.00511556
7528	KMT2E	gene	53470	2.936e-05	19	0.00504361
7529	PFN4	gene	53469	2.936e-05	17	0.0074672
7530	ZNF652	gene	53462	2.936e-05	7	0.02854447
7531	SKIL	gene	53461	2.936e-05	17	0.00634294
7532	CBWD1	gene	53427	2.934e-05	17	0.01100153
7533	CYYR1	gene	53422	2.934e-05	9	0.01721821
7534	SBSPON	gene	53386	2.932e-05	22	0.00400581
7535	HSPA14	gene	53385	2.931e-05	20	0.00469515
7536	GAST	gene	53385	2.931e-05	13	0.00933365
7537	PTPRD	gene	53384	2.931e-05	16	0.01334709
7538	MUS81	gene	53381	2.931e-05	18	0.00727759
7539	SERPINB3	gene	53372	2.931e-05	17	0.00821025
7540	CASR	gene	53354	2.93e-05	17	0.00918659
7541	UPF3B	gene	53345	2.929e-05	19	0.00526937
7542	BABAM1	gene	53324	2.928e-05	18	0.00647876
7543	UBAC2	gene	53316	2.928e-05	18	0.00611807
7544	CHRNA3	gene	53316	2.928e-05	14	0.01617884
7545	UTP14C	gene	53315	2.928e-05	20	0.00394313
7546	DCAF4L2	gene	53288	2.926e-05	17	0.00625175
7547	NUDT19	gene	53273	2.925e-05	18	0.00745295
7548	TTK	gene	53258	2.924e-05	19	0.00420181
7549	ATP1A2	gene	53249	2.924e-05	13	0.01110001
7550	SLIT2	gene	53243	2.924e-05	17	0.0063417
7551	THOC6	gene	53241	2.924e-05	20	0.00361272
7552	KDM1B	gene	53237	2.923e-05	17	0.00799713
7553	PEX3	gene	53224	2.923e-05	13	0.01104935
7554	MYO15A	gene	53217	2.922e-05	16	0.00545075
7555	NMI	gene	53216	2.922e-05	17	0.0067446
7556	KSR1	gene	53184	2.92e-05	17	0.00393907
7557	IVL	gene	53181	2.92e-05	14	0.01042267
7558	RRAS	gene	53177	2.92e-05	16	0.00640386
7559	TBX20	gene	53161	2.919e-05	15	0.01120498
7560	PCDHGB6	gene	53157	2.919e-05	5	0.09936613
7561	PJA2	gene	53151	2.919e-05	18	0.00481338
7562	CNTN2	gene	53149	2.919e-05	15	0.00885276
7563	LAP3	gene	53125	2.917e-05	18	0.0090484
7564	CKS1B	gene	53119	2.917e-05	16	0.00674222
7565	FAM104A	gene	53116	2.917e-05	5	0.04089929
7566	CEBPZ	gene	53108	2.916e-05	20	0.00503928
7567	IGHV3-43D	gene	53103	2.916e-05	14	0.0087633
7568	TGFB1I1	gene	53085	2.915e-05	17	0.00585747
7569	XPNPEP3	gene	53084	2.915e-05	18	0.00781863
7570	CTSC	gene	53071	2.914e-05	17	0.00630793
7571	BAD	gene	53065	2.914e-05	19	0.0068042
7572	ACTL7A	gene	53054	2.913e-05	18	0.00582832
7573	LSR	gene	53036	2.912e-05	14	0.00772669
7574	COX14	gene	53032	2.912e-05	17	0.00853748
7575	ATP1B4	gene	53029	2.912e-05	13	0.01235266
7576	LRRC41	gene	53024	2.912e-05	17	0.00731407
7577	GLO1	gene	53014	2.911e-05	18	0.00780812
7578	INF2	gene	52999	2.91e-05	19	0.00657663
7579	BRWD3	gene	52996	2.91e-05	19	0.0055127
7580	HPCAL1	gene	52995	2.91e-05	15	0.01102579
7581	HLA-G	gene	52991	2.91e-05	14	0.00883761
7582	THY1	gene	52987	2.91e-05	16	0.00646287
7583	FXYD2	gene	52987	2.91e-05	14	0.01468896
7584	SPHK1	gene	52974	2.909e-05	15	0.01037869
7585	EFHB	gene	52970	2.909e-05	13	0.00954217
7586	KCNJ2	gene	52969	2.909e-05	13	0.00741086
7587	GRM8	gene	52966	2.908e-05	16	0.0124943
7588	ATXN7L3B	gene	52963	2.908e-05	8	0.00995402
7589	EXO1	gene	52957	2.908e-05	20	0.00605094
7590	PYGO2	gene	52956	2.908e-05	17	0.00487989
7591	SLC35B2	gene	52949	2.908e-05	14	0.0089716
7592	MPZL1	gene	52936	2.907e-05	16	0.00866097
7593	MCTP2	gene	52914	2.906e-05	8	0.02816585
7594	MACROD2	gene	52909	2.905e-05	8	0.01039172
7595	PTPN14	gene	52903	2.905e-05	17	0.00734866
7596	FGL1	gene	52903	2.905e-05	17	0.01312099
7597	KRT5	gene	52900	2.905e-05	19	0.00413463
7598	PRIM1	gene	52894	2.905e-05	16	0.00677886
7599	KCNJ4	gene	52893	2.904e-05	12	0.00638625
7600	RAD51D	gene	52877	2.904e-05	19	0.0063853
7601	ERVFRD-1	gene	52872	2.903e-05	14	0.00689881
7602	LHX3	gene	52865	2.903e-05	16	0.01018796
7603	AGTRAP	gene	52862	2.903e-05	15	0.01185016
7604	ATP11C	gene	52862	2.903e-05	14	0.01521549
7605	ACBD5	gene	52861	2.903e-05	17	0.00778732
7606	AAAS	gene	52848	2.902e-05	16	0.00707071
7607	NME3	gene	52836	2.901e-05	19	0.0053355
7608	KCTD19	gene	52833	2.901e-05	19	0.00701058
7609	POLR3GL	gene	52824	2.901e-05	16	0.0090883
7610	RHPN1	gene	52799	2.899e-05	16	0.00971803
7611	CA2	gene	52794	2.899e-05	15	0.00716362
7612	TYRP1	gene	52782	2.898e-05	17	0.00575815
7613	MAB21L2	gene	52780	2.898e-05	19	0.00659248
7614	SRP19	gene	52760	2.897e-05	21	0.00422914
7615	CWC25	gene	52751	2.897e-05	17	0.00528383
7616	CD19	gene	52732	2.896e-05	13	0.00984725
7617	CHORDC1	gene	52721	2.895e-05	19	0.00665103
7618	ABCC2	gene	52721	2.895e-05	17	0.00685307
7619	RGPD2	gene	52720	2.895e-05	21	0.00364949
7620	OSGEP	gene	52706	2.894e-05	17	0.00786438
7621	FHL5	gene	52673	2.892e-05	16	0.00805344
7622	ANKFY1	gene	52667	2.892e-05	18	0.00852935
